TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_Encoded,Target
588.54,32.0,130.0,1.0,714.4499999999998,1917,1
173.5,21.0,282.0,1.0,1306.9099999999999,967,0
78.32999999999998,56.0,189.0,1.0,7255.33,524,2
40.65999999999997,59.0,156.0,1.0,1153.8400000000001,285,2
97.22,77.0,55.0,1.0,6647.73,620,2
34.06999999999999,22.0,81.0,1.0,8709.77,239,2
492.06,23.0,74.0,1.0,857.8999999999996,1804,1
842.01,53.0,185.0,1.0,509.4499999999998,2102,1
73.55000000000001,51.0,158.0,1.0,2812.06,490,2
760.53,57.0,118.0,1.0,6179.91,2054,1
371.69,67.0,143.0,1.0,3484.32,1584,1
218.96,18.0,13.0,1.0,754.21,1136,0
227.39,18.0,65.0,1.0,751.0900000000001,1166,0
237.99,39.0,86.0,1.0,8510.09,1205,0
186.6,58.0,13.0,1.0,1508.7200000000003,1016,0
341.15,18.0,148.0,1.0,511.3699999999999,1509,1
434.58,59.0,215.0,1.0,12648.32,1718,1
312.88,54.0,44.0,1.0,233.21000000000004,1429,1
75.15,23.0,154.0,1.0,1092.9199999999996,505,2
23.30000000000001,59.0,161.0,1.0,6711.15,169,2
47.379999999999995,25.0,61.00000000000001,1.0,459.3699999999999,320,2
512.81,79.0,30.0,1.0,6994.34,1837,1
488.15,43.0,168.0,1.0,7071.09,1797,1
12.819999999999993,44.0,156.0,1.0,9045.19,83,2
535.91,43.0,22.0,1.0,9642.12,1861,1
270.72,26.0,53.0,1.0,6263.96,1300,0
97.98000000000002,72.0,18.0,1.0,7460.33,624,2
196.08,61.0,98.0,1.0,4233.82,1047,0
251.18,42.0,246.0,1.0,8303.9,1240,0
44.52000000000001,28.0,205.0,1.0,314.27999999999975,304,2
178.87,35.0,180.0,1.0,5241.23,986,0
386.68,46.0,128.0,1.0,6863.06,1621,1
167.14,76.0,20.0,1.0,3877.73,938,0
345.22,69.0,253.0,1.0,4046.58,1519,1
74.85,72.0,117.0,1.0,2409.73,501,2
671.73,58.0,54.0,1.0,5211.88,1990,1
255.04,45.0,152.0,1.0,6217.86,1253,0
45.77000000000001,25.0,109.0,1.0,5978.12,306,2
329.69,26.0,66.0,1.0,1671.6599999999999,1476,1
11.920000000000016,53.0,52.0,1.0,14611.9,76,2
47.420000000000016,64.0,27.999999999999986,1.0,8253.52,321,2
35.99000000000001,63.0,129.0,1.0,4489.79,252,2
151.19,37.0,96.0,1.0,11903.82,882,0
242.62,22.0,234.0,1.0,483.02000000000044,1217,0
48.72,21.0,17.0,1.0,816.0799999999999,328,2
43.46000000000001,25.0,80.0,1.0,578.0599999999995,299,2
443.79,53.0,87.0,1.0,3133.85,1736,1
365.14,68.0,57.0,1.0,5894.09,1573,1
757.41,22.0,37.0,1.0,9532.42,2050,1
20.54000000000002,51.0,72.0,1.0,5327.03,142,2
475.36,34.0,105.0,1.0,2000.6,1781,1
34.74000000000001,56.0,24.0,1.0,6827.57,243,2
689.54,27.0,93.0,1.0,1633.7600000000002,2000,1
211.18,73.0,90.0,1.0,4069.17,1101,0
211.36,51.0,286.0,1.0,7943.47,1102,0
744.41,39.0,107.0,1.0,8842.47,2041,1
61.43000000000001,24.0,170.0,1.0,1882.77,421,2
167.44,37.0,82.0,1.0,12526.71,940,0
361.46,21.0,83.0,1.0,4737.84,1563,1
378.85,78.0,126.0,1.0,2300.53,1606,1
241.11,30.0,55.0,1.0,12385.05,1209,0
131.93,31.0,13.0,1.0,4547.06,795,0
20.279999999999973,36.0,213.0,1.0,2047.83,140,2
415.88,70.0,170.0,1.0,10008.33,1673,1
100.66,50.0,144.0,1.0,14473.33,647,2
485.54,19.0,148.0,1.0,1533.3199999999997,1791,1
321.15,46.0,179.0,1.0,7005.05,1455,1
711.3,21.0,51.0,1.0,955.3999999999996,2013,1
12.230000000000018,42.0,139.0,1.0,7844.88,80,2
350.94,20.0,64.0,1.0,221.5600000000004,1542,1
301.85,54.0,25.0,1.0,6586.19,1395,0
29.339999999999975,65.0,30.0,1.0,3944.82,210,2
231.71,27.0,148.0,1.0,1127.9799999999996,1179,0
179.43,58.0,244.0,1.0,2626.63,990,0
36.70999999999998,48.0,55.0,1.0,6459.38,258,2
138.12,53.0,281.0,1.0,1649.69,829,0
233.24,33.0,72.0,1.0,6939.23,1186,0
609.14,39.0,177.0,1.0,9033.87,1936,1
436.64,31.0,111.0,1.0,14365.18,1725,1
870.43,29.0,55.0,1.0,10115.18,2117,1
354.4,74.0,128.0,1.0,7358.65,1548,1
22.629999999999995,53.0,112.0,1.0,4438.03,163,2
182.19,26.0,53.0,1.0,1176.0999999999995,998,0
126.81,26.0,290.0,1.0,5427.98,776,0
288.17,37.0,50.0,1.0,3653.11,1346,0
118.76999999999998,55.0,123.0,1.0,2104.82,733,0
651.82,21.0,166.0,1.0,1802.77,1977,1
66.65,37.0,33.0,1.0,3559.96,450,2
98.53,69.0,166.0,1.0,3564.8,629,2
138.95000000000002,71.0,30.0,1.0,6752.92,834,0
33.889999999999986,26.0,177.0,1.0,1444.75,236,2
23.70999999999998,58.0,164.0,1.0,10788.89,171,2
26.060000000000002,65.0,283.0,1.0,12893.63,183,2
17.069999999999993,27.0,44.0,1.0,2798.15,112,2
703.89,46.0,62.0,1.0,3583.67,2008,1
26.55000000000001,77.0,228.0,1.0,3085.38,189,2
147.4,42.0,259.0,1.0,6797.71,865,0
202.11,27.0,18.0,1.0,746.4700000000003,1071,0
308.42,75.0,39.0,1.0,5427.81,1419,1
11.180000000000007,53.0,144.0,1.0,7467.3,70,2
294.15,38.0,136.0,1.0,6362.16,1367,0
139.45,27.0,31.0,1.0,1305.7600000000002,836,0
432.63,29.0,137.0,1.0,13648.36,1715,1
131.43000000000004,43.0,65.0,1.0,1337.5,791,0
516.72,42.0,128.0,1.0,2015.69,1843,1
374.5,26.0,178.0,1.0,1671.5100000000002,1592,1
166.13,68.0,227.0,1.0,11822.53,934,0
626.9,23.0,146.0,1.0,587.1099999999997,1948,1
466.85,56.0,165.0,1.0,5422.53,1767,1
788.84,58.0,231.0,1.0,1913.73,2073,1
525.28,69.0,134.0,1.0,4693.6,1856,1
110.17000000000002,30.0,137.0,1.0,464.1999999999998,687,2
632.69,80.0,76.0,1.0,4363.74,1953,1
124.35,72.0,90.0,1.0,3319.76,761,0
43.849999999999994,62.0,122.0,1.0,4356.98,302,2
283.81,28.0,29.000000000000014,1.0,1519.35,1335,0
168.53,71.0,112.0,1.0,5962.58,945,0
218.59,40.0,123.0,1.0,6699.23,1135,0
132.84,21.0,143.0,1.0,822.7299999999996,800,0
157.37,42.0,289.0,1.0,13964.31,904,0
144.77000000000004,20.0,159.0,1.0,867.3199999999997,856,0
643.22,64.0,93.0,1.0,1035.8600000000001,1970,1
208.07,32.0,36.0,1.0,8478.9,1093,0
295.5,59.0,36.0,1.0,6280.66,1371,0
30.230000000000018,44.0,99.0,1.0,481.1300000000001,216,2
112.05000000000001,26.0,159.0,1.0,1122.8799999999997,698,2
180.24,58.0,144.0,1.0,8431.23,993,0
13.70999999999998,38.0,148.0,1.0,8342.79,89,2
96.54000000000002,58.0,95.0,1.0,7182.22,618,2
79.35,67.0,70.0,1.0,1692.15,535,2
101.04000000000002,27.0,160.0,1.0,1695.5699999999997,650,2
74.42000000000002,49.0,68.0,1.0,6264.21,497,2
39.65999999999997,52.0,169.0,1.0,8497.34,279,2
99.36000000000001,40.0,46.0,1.0,1272.12,638,2
123.85,56.0,244.0,1.0,3959.62,758,0
426.93,19.0,248.0,1.0,476.1899999999996,1698,1
133.73,25.0,123.0,1.0,1872.2200000000003,805,0
222.39,49.0,73.0,1.0,3117.39,1149,0
215.94,22.0,140.0,1.0,1841.69,1127,0
826.23,29.0,209.0,1.0,7580.59,2094,1
131.46,67.0,258.0,1.0,6642.33,792,0
202.86,61.0,149.0,1.0,7642.25,1073,0
268.39,26.0,171.0,1.0,136.73999999999978,1291,0
137.35,40.0,220.0,1.0,12662.66,820,0
712.75,44.0,25.0,1.0,8126.06,2014,1
353.82,42.0,143.0,1.0,705.75,1547,1
212.74,27.0,128.0,1.0,7645.47,1107,0
364.42,51.0,146.0,1.0,8119.73,1570,1
195.12,46.0,144.0,1.0,6101.15,1044,0
230.61,80.0,204.0,1.0,2561.42,1175,0
739.28,58.0,47.0,1.0,11905.64,2036,1
390.35,64.0,61.00000000000001,1.0,7095.88,1634,1
242.03,58.0,124.0,1.0,4382.73,1214,0
242.39,18.0,271.0,1.0,1328.73,1216,0
135.03,23.0,180.0,1.0,1278.0,808,0
193.54,80.0,267.0,1.0,2929.51,1038,0
617.3600000000001,29.0,61.00000000000001,1.0,8926.38,1943,1
775.23,59.0,38.0,1.0,5977.59,2064,1
266.57,72.0,100.0,1.0,7676.92,1287,0
153.4,45.0,144.0,1.0,4657.7,890,0
5.1200000000000045,34.0,90.0,1.0,3293.01,27,2
119.11000000000001,57.0,131.0,1.0,7998.25,736,0
119.72,30.0,123.0,1.0,3435.34,739,0
107.4,58.0,32.0,1.0,344.0699999999997,679,2
115.92000000000002,53.0,57.0,1.0,3897.17,717,0
438.04,67.0,247.0,1.0,5358.95,1728,1
677.29,27.0,287.0,1.0,627.79,1993,1
296.0,35.0,248.0,1.0,7418.82,1375,0
299.09,36.0,84.0,1.0,5615.26,1384,0
461.52,24.0,44.0,1.0,1995.1800000000003,1762,1
100.51999999999998,50.0,110.0,1.0,453.3900000000003,646,2
85.35,66.0,166.0,1.0,2173.76,569,2
79.75999999999999,39.0,170.0,1.0,6452.14,537,2
778.49,75.0,107.0,1.0,7713.67,2069,1
386.38,42.0,135.0,1.0,5528.36,1619,1
165.25,35.0,106.0,1.0,9939.94,928,0
14.29000000000002,34.0,150.0,1.0,7016.99,99,2
232.79,55.0,145.0,1.0,2661.3,1184,0
293.97,68.0,153.0,1.0,7371.85,1366,0
136.32,19.0,113.0,1.0,264.8299999999999,816,0
251.06,36.0,34.0,1.0,10001.66,1239,0
50.170000000000016,77.0,35.0,1.0,7752.14,337,2
21.399999999999977,34.0,258.0,1.0,9594.11,149,2
73.28,21.0,21.0,1.0,1329.4099999999999,488,2
70.23000000000002,38.0,260.0,1.0,11624.93,472,2
689.29,22.0,100.0,1.0,168.84000000000015,1999,1
745.03,28.0,231.0,1.0,160.5699999999997,2042,1
54.610000000000014,58.0,160.0,1.0,7135.64,374,2
54.05000000000001,27.0,146.0,1.0,469.1400000000003,367,2
107.47,67.0,144.0,1.0,7517.5,680,2
219.63,48.0,44.0,1.0,8013.63,1139,0
93.51999999999998,51.0,97.0,1.0,2791.2,604,2
275.92,62.0,107.0,1.0,1777.38,1311,0
376.79,68.0,265.0,1.0,7749.14,1598,1
8.980000000000018,66.0,56.0,1.0,4516.76,54,2
697.32,68.0,91.0,1.0,2016.02,2004,1
17.44999999999999,18.0,88.0,1.0,1959.52,117,2
442.74,23.0,136.0,1.0,1790.27,1734,1
623.9,27.0,249.0,1.0,711.4700000000003,1947,1
63.40999999999997,26.0,36.0,1.0,1546.2200000000003,429,2
346.85,44.0,88.0,1.0,7208.15,1529,1
71.94999999999999,59.0,53.0,1.0,9267.32,479,2
7.5,63.0,36.0,1.0,6485.78,40,2
206.46,65.0,279.0,1.0,3984.38,1083,0
423.11,60.0,47.0,1.0,412.77999999999975,1689,1
35.84000000000003,54.0,172.0,1.0,4795.65,249,2
88.6,28.0,105.0,1.0,246.5699999999997,584,2
22.45999999999998,54.0,78.0,1.0,6631.5,158,2
334.89,21.0,260.0,1.0,1661.6800000000003,1496,1
319.27,54.0,59.0,1.0,5504.01,1448,1
144.3,18.0,88.0,1.0,312.1899999999996,855,0
348.7,69.0,149.0,1.0,2445.58,1535,1
366.21,62.0,181.0,1.0,10862.99,1576,1
99.11000000000001,55.0,12.0,1.0,5414.87,635,2
539.35,55.0,127.0,1.0,3919.44,1866,1
188.99,58.0,92.0,1.0,7315.34,1021,0
710.14,26.0,227.0,1.0,465.6300000000001,2011,1
308.68,53.0,170.0,1.0,9992.36,1421,1
166.68,57.0,139.0,1.0,5141.19,936,0
66.57999999999998,23.0,79.0,1.0,1636.3199999999997,449,2
223.43,77.0,178.0,1.0,7932.41,1153,0
659.95,60.0,114.0,1.0,3927.69,1984,1
634.86,27.0,45.0,1.0,588.5,1955,1
286.5,30.0,60.0,1.0,8517.95,1342,0
322.96,76.0,168.0,1.0,2401.59,1460,1
654.48,19.0,114.0,1.0,6776.41,1979,1
157.97,48.0,140.0,1.0,5529.92,907,0
120.9,40.0,52.0,1.0,9009.42,745,0
254.77,57.0,57.0,1.0,5994.87,1250,0
795.96,65.0,119.0,1.0,5468.58,2079,1
149.25,39.0,142.0,1.0,5677.52,876,0
3.419999999999959,43.0,158.0,1.0,14180.21,15,2
68.19,40.0,189.0,1.0,9895.1,461,2
493.42,39.0,111.0,1.0,2232.84,1808,1
37.56999999999999,57.0,42.0,1.0,7739.54,263,2
96.88999999999999,59.0,53.0,1.0,6044.93,619,2
448.33,25.0,161.0,1.0,922.1900000000005,1746,1
8.649999999999977,48.0,273.0,1.0,10778.35,50,2
539.81,46.0,177.0,1.0,2051.25,1867,1
363.53,63.0,142.0,1.0,1038.9099999999994,1568,1
64.9,51.0,72.0,1.0,6854.61,440,2
358.18,18.0,157.0,1.0,619.8599999999997,1556,1
167.2,30.0,84.0,1.0,11320.83,939,0
121.91,60.0,133.0,1.0,14510.8,749,0
137.57,54.0,70.0,1.0,5103.67,823,0
534.62,55.0,45.0,1.0,13793.53,1859,1
463.92,50.0,199.0,1.0,2403.39,1764,1
320.14,60.0,96.0,1.0,3075.97,1452,1
214.93,28.0,52.0,1.0,7835.4,1121,0
660.02,20.0,84.0,1.0,414.4300000000003,1985,1
345.81,40.0,135.0,1.0,6116.8,1522,1
143.54,71.0,80.0,1.0,6067.62,853,0
42.55000000000004,53.0,29.000000000000014,1.0,7341.43,296,2
541.79,22.0,125.0,1.0,1454.08,1870,1
40.56999999999999,26.0,63.0,1.0,1476.9099999999999,284,2
498.67,28.0,244.0,1.0,1719.9700000000003,1813,1
227.22,53.0,220.0,1.0,832.8199999999997,1165,0
56.94,76.0,74.0,1.0,7004.63,396,2
629.82,68.0,159.0,1.0,6385.69,1950,1
59.44,35.0,176.0,1.0,5472.03,411,2
186.69,30.0,54.0,1.0,8602.22,1017,0
230.46,19.0,179.0,1.0,162.52999999999975,1173,0
65.08999999999997,44.0,159.0,1.0,9370.9,443,2
457.09,55.0,63.0,1.0,8570.82,1756,1
552.02,44.0,100.0,1.0,522.0799999999999,1877,1
377.12,34.0,61.00000000000001,1.0,836.6700000000001,1601,1
204.56,18.0,179.0,1.0,364.72000000000025,1079,0
420.28,35.0,144.0,1.0,8557.32,1680,1
124.59,27.0,171.0,1.0,129.28999999999996,762,0
73.87999999999997,39.0,34.0,1.0,6474.41,492,2
245.93,54.0,172.0,1.0,7986.63,1226,0
622.41,64.0,125.0,1.0,7322.01,1946,1
43.72999999999999,34.0,145.0,1.0,9929.43,301,2
2.0299999999999727,33.0,27.999999999999986,1.0,3012.31,11,2
770.65,31.0,137.0,1.0,7198.8,2062,1
260.31,63.0,113.0,1.0,10980.38,1269,0
356.1,26.0,187.0,1.0,868.3500000000004,1553,1
27.069999999999993,80.0,39.0,1.0,3773.29,191,2
119.88999999999999,67.0,60.0,1.0,6697.77,740,0
106.38999999999999,37.0,281.0,1.0,9410.99,673,2
12.04000000000002,37.0,58.0,1.0,6213.32,77,2
29.379999999999995,28.0,63.0,1.0,1663.31,211,2
319.85,60.0,148.0,1.0,711.6599999999999,1450,1
350.14,75.0,38.0,1.0,2403.25,1538,1
163.94,52.0,73.0,1.0,5957.37,924,0
170.53,24.0,58.0,1.0,801.0100000000002,955,0
262.22,40.0,136.0,1.0,5711.71,1279,0
41.49000000000001,24.0,13.0,1.0,928.3299999999999,290,2
121.43,52.0,243.0,1.0,7365.28,747,0
350.46,51.0,165.0,1.0,5839.38,1540,1
220.41,26.0,155.0,1.0,5116.98,1142,0
33.45999999999998,72.0,111.0,1.0,3641.07,231,2
104.79000000000002,70.0,223.0,1.0,1352.19,668,2
246.27,29.0,141.0,1.0,7299.86,1227,0
48.849999999999994,19.0,176.0,1.0,1503.56,331,2
332.0,69.0,17.0,1.0,5943.13,1485,1
